index,home_outcome,stage,B365H,B365D,B365A,year,on_target_shot_home_team,on_target_shot_away_team,off_target_shot_home_team,off_target_shot_away_team,foul_home_team,foul_away_team,yellow_card_home_team,yellow_card_away_team,red_card_home_team,red_card_away_team,crosses_home_team,crosses_away_team,corner_home_team,corner_away_team,possession_home_team,possession_away_team,starplayer_Away,starplayer_Home,starplayer_No
4186,1,25,5.75,3.8,1.7,2015,3,4,8,4,6,11,1,2,0,0,30,12,3,2,50.0,50.0,1,0,0
4187,1,25,1.91,3.6,4.5,2015,8,7,3,8,8,12,2,3,0,0,21,15,8,4,53.0,47.0,0,0,1
4188,1,26,2.7,3.2,2.9,2015,2,6,0,2,11,14,2,3,0,0,18,17,11,3,52.0,48.0,0,0,1
4189,1,26,1.2,7.5,17.0,2015,4,5,9,4,9,9,1,2,1,0,9,11,7,7,61.0,39.0,0,1,0
4190,1,26,4.75,3.75,1.83,2015,9,7,7,3,14,14,1,3,0,0,33,6,10,1,53.0,47.0,0,0,1
4191,1,26,1.83,3.6,5.0,2015,5,7,9,6,7,6,0,1,0,0,11,17,4,7,59.0,41.0,0,0,1
4192,0,26,2.05,3.3,4.2,2015,4,3,8,3,18,16,0,4,0,1,20,14,5,7,55.0,45.0,0,0,1
4193,0,26,1.3,6.0,11.0,2015,4,2,6,4,9,8,3,2,0,0,7,16,7,3,57.0,43.0,0,1,0
4194,1,26,2.63,3.3,2.9,2015,13,2,2,2,11,14,2,3,0,0,18,3,6,1,60.0,40.0,0,0,1
4195,1,26,2.7,3.2,2.9,2015,6,2,7,1,11,12,1,2,0,0,28,23,11,2,61.0,39.0,0,0,1
4196,0,26,4.2,3.5,2.0,2015,5,7,3,9,6,15,2,4,0,0,10,31,4,10,36.0,64.0,0,0,1
4197,1,26,1.8,3.8,4.75,2015,11,6,11,2,6,12,0,2,0,0,14,13,7,9,64.0,36.0,0,0,1
4198,0,27,1.57,4.5,6.0,2015,7,5,10,4,12,5,2,0,0,0,22,32,8,9,48.0,52.0,0,0,1
4199,1,27,2.63,3.3,2.9,2015,7,3,3,5,14,8,0,0,0,0,21,8,6,4,46.0,54.0,0,0,1
4200,1,27,5.75,3.8,1.7,2015,2,5,5,6,10,1,1,0,0,0,23,23,2,6,38.0,62.0,1,0,0
4201,0,27,3.1,3.6,2.38,2015,3,0,5,6,8,16,1,3,0,0,11,20,3,0,48.0,52.0,1,0,0
4202,0,27,1.36,5.25,10.0,2015,11,2,11,2,6,12,1,1,0,1,23,5,12,1,73.0,27.0,0,1,0
4203,0,27,1.95,3.5,4.5,2015,5,6,5,6,6,16,1,5,0,0,10,14,9,5,50.0,50.0,0,0,1
4204,1,27,4.75,3.9,1.8,2015,11,6,6,5,15,12,1,2,0,0,11,7,3,5,37.0,63.0,0,0,1
4205,0,27,1.91,3.5,4.75,2015,10,2,6,1,8,10,2,2,0,0,16,5,5,2,62.0,38.0,0,0,1
4206,0,27,3.4,3.2,2.38,2015,3,3,2,10,10,17,2,1,0,0,16,22,2,3,36.0,64.0,0,0,1
4207,1,27,2.15,3.4,3.75,2015,5,4,10,4,13,20,2,3,0,0,21,13,11,7,65.0,35.0,0,0,1
4208,0,28,2.88,3.1,2.88,2015,7,1,7,1,15,13,2,4,0,0,17,14,0,3,58.0,42.0,0,0,1
4209,1,28,2.15,3.3,3.9,2015,7,3,6,4,9,14,2,6,0,0,26,16,6,4,41.0,59.0,0,0,1
4210,1,28,7.0,4.33,1.53,2015,8,11,3,6,10,9,2,1,0,0,25,20,1,6,42.0,58.0,0,0,1
4211,0,28,1.7,3.8,5.75,2015,7,7,11,2,11,10,0,2,0,0,17,17,10,2,63.0,37.0,0,0,1
4212,1,28,6.25,4.0,1.62,2015,12,7,6,3,10,10,3,4,0,0,32,20,5,4,45.0,55.0,1,0,0
4213,0,28,1.36,5.25,10.0,2015,11,4,6,4,8,14,0,1,0,0,5,7,6,5,65.0,35.0,0,0,1
4214,0,28,1.25,7.0,13.0,2015,13,4,7,3,11,3,0,1,0,0,16,6,10,3,70.0,30.0,0,1,0
4215,1,28,4.2,3.5,2.0,2015,2,5,3,5,6,14,1,2,0,0,13,19,4,1,31.0,69.0,0,0,1
4216,0,28,2.5,3.3,3.1,2015,4,7,3,1,11,14,2,2,0,0,24,16,5,6,44.0,56.0,0,0,1
4217,0,28,1.75,3.8,5.25,2015,10,4,4,2,14,7,1,0,0,0,18,9,6,4,61.0,39.0,0,0,1
4218,0,29,1.4,5.0,9.0,2015,8,2,5,4,10,10,1,1,0,0,29,18,7,5,68.0,32.0,0,0,1
4219,0,29,7.5,5.0,1.44,2015,2,12,6,9,6,9,2,1,0,0,13,28,2,6,30.0,70.0,1,0,0
4220,1,29,1.62,4.0,6.5,2015,9,6,10,4,10,11,3,3,0,0,12,12,9,2,60.0,40.0,0,1,0
4221,0,29,1.83,3.75,4.75,2015,2,4,6,4,17,16,1,3,0,0,19,16,6,3,43.0,57.0,0,0,1
4222,0,29,1.83,3.75,4.75,2015,9,8,3,5,11,9,1,2,0,1,8,15,3,4,53.0,47.0,0,0,1
4223,1,29,2.2,3.3,3.75,2015,8,6,9,4,10,15,0,5,0,0,21,21,7,5,49.0,51.0,0,0,1
4224,0,29,1.91,3.75,4.33,2015,2,2,5,2,12,10,1,1,0,0,12,9,4,2,52.0,48.0,0,0,1
4225,1,29,2.38,3.25,3.4,2015,4,5,6,4,10,9,1,1,0,0,15,5,2,5,40.0,60.0,0,0,1
4226,1,29,4.0,3.6,2.0,2015,8,6,2,7,13,15,0,3,0,0,14,7,4,5,46.0,54.0,0,0,1
4227,0,29,2.38,3.25,3.4,2015,9,4,4,3,7,16,1,2,0,0,16,17,7,5,43.0,57.0,0,0,1
4228,0,3,2.3,3.3,3.5,2014,2,2,6,5,8,10,1,4,0,0,12,29,3,7,45.0,55.0,0,0,1
4229,1,3,6.0,4.2,1.62,2014,4,4,5,4,10,15,2,2,0,0,11,25,3,6,37.0,63.0,1,0,0
4230,1,3,3.75,3.3,2.2,2014,10,5,4,1,7,17,1,3,0,0,30,9,8,2,61.0,39.0,1,0,0
4231,1,3,4.75,3.75,1.83,2014,5,16,4,7,11,5,3,1,0,0,21,36,5,10,30.0,70.0,1,0,0
4232,1,3,1.18,8.0,18.0,2014,11,2,6,4,13,5,2,1,0,0,28,17,11,4,73.0,27.0,0,1,0
4233,1,3,1.75,3.75,5.25,2014,4,5,11,4,12,19,1,3,0,0,28,12,11,4,67.0,33.0,0,0,1
4234,0,3,2.4,3.25,3.3,2014,5,8,10,7,9,9,1,2,0,0,15,24,4,6,39.0,61.0,0,0,1
4235,0,3,1.85,3.6,4.75,2014,6,7,6,10,10,9,1,2,0,0,12,23,0,7,55.0,45.0,0,0,1
4236,1,3,2.7,3.5,2.7,2014,3,6,4,8,14,13,0,4,0,0,23,8,7,3,59.0,41.0,0,0,1
4237,1,3,2.8,3.4,2.7,2014,2,9,1,5,10,13,2,1,0,0,15,28,2,9,37.0,63.0,0,0,1
4238,1,30,2.5,3.25,2.8,2015,7,8,6,2,13,11,0,0,0,0,9,7,4,9,41.0,59.0,0,0,1
4239,1,30,7.0,4.33,1.44,2015,9,4,8,2,14,11,0,2,0,0,16,12,6,6,41.0,59.0,1,0,0
4240,1,30,2.05,3.4,3.6,2015,2,3,3,1,14,17,2,2,1,0,8,11,2,3,42.0,58.0,0,0,1
4241,0,30,1.3,5.5,8.5,2015,20,0,17,2,6,5,0,0,0,1,10,5,9,2,79.0,21.0,0,1,0
4242,1,30,6.0,3.8,1.57,2015,8,3,7,2,11,7,0,0,0,0,11,13,9,4,50.0,50.0,0,0,1
4243,1,30,3.3,3.4,2.15,2015,4,3,10,2,11,12,2,1,0,0,32,5,1,3,53.0,47.0,0,0,1
4244,0,30,1.4,4.5,7.5,2015,8,4,10,7,10,7,0,0,0,0,18,15,10,5,60.0,40.0,0,0,1
4245,1,30,2.1,3.3,3.5,2015,6,3,8,6,15,14,3,4,0,0,29,11,8,4,57.0,43.0,0,0,1
4246,0,30,1.53,4.0,6.0,2015,2,3,5,6,7,9,2,1,0,0,15,22,4,4,67.0,33.0,0,0,1
4247,0,30,1.8,3.5,4.5,2015,8,4,4,3,15,11,0,1,0,0,30,8,6,4,55.0,45.0,0,0,1
4248,0,31,1.83,3.75,4.2,2015,6,4,6,7,7,10,1,1,0,0,14,7,6,5,48.0,52.0,0,0,1
4249,1,31,3.5,3.4,2.1,2015,9,5,4,7,9,5,2,0,0,0,23,10,5,3,40.0,60.0,0,0,1
4250,0,31,1.29,5.5,11.0,2015,11,2,6,3,5,22,1,6,0,0,12,6,9,0,61.0,39.0,0,1,0
4251,0,31,5.0,4.0,1.67,2015,1,10,1,13,11,11,2,1,0,0,4,14,4,13,26.0,74.0,1,0,0
4252,0,31,2.63,3.2,2.8,2015,5,5,6,6,12,17,0,1,0,0,11,14,4,10,45.0,55.0,0,0,1
4253,0,31,2.38,3.3,3.1,2015,6,8,9,7,12,10,0,4,0,0,23,22,7,6,51.0,49.0,0,0,1
4254,0,31,1.3,5.5,10.0,2015,8,2,8,2,15,12,0,1,0,0,27,7,10,2,77.0,23.0,0,0,1
4255,0,31,2.5,3.1,3.1,2015,10,4,7,6,14,18,5,2,0,0,20,14,8,4,54.0,46.0,0,0,1
4256,0,31,1.91,3.5,4.2,2015,3,4,4,3,10,13,1,5,0,1,9,15,4,7,60.0,40.0,0,0,1
4257,1,31,1.8,3.5,4.5,2015,7,5,7,2,6,15,2,3,1,0,24,6,2,4,57.0,43.0,0,0,1
4258,1,32,6.5,4.33,1.57,2015,6,9,2,8,15,7,2,0,0,0,16,13,1,6,31.0,69.0,0,0,1
4259,0,32,1.4,5.0,9.0,2015,9,4,5,6,9,17,2,1,0,0,15,16,6,6,61.0,39.0,0,0,1
4260,0,32,2.63,3.4,2.88,2015,6,4,0,3,9,17,0,3,0,0,14,6,1,5,58.0,42.0,1,0,0
4261,1,32,9.0,5.0,1.4,2015,10,3,4,4,12,6,2,1,0,0,15,22,5,6,38.0,62.0,1,0,0
4262,0,32,1.53,4.2,7.5,2015,5,8,2,7,7,12,2,0,0,0,15,19,2,5,55.0,45.0,0,0,1
4263,1,32,2.9,3.2,2.7,2015,3,8,7,0,15,17,2,2,0,0,9,11,7,4,53.0,47.0,0,0,1
4264,1,32,2.5,3.3,3.1,2015,3,8,5,2,18,12,3,3,0,0,12,11,3,6,51.0,49.0,0,0,1
4265,1,32,1.62,4.2,6.0,2015,5,3,11,7,11,12,3,3,0,0,19,16,9,6,58.0,42.0,0,0,1
4266,1,32,2.3,3.4,3.4,2015,4,4,2,5,15,15,2,2,0,0,10,28,4,6,44.0,56.0,0,0,1
4267,1,32,2.3,3.4,3.4,2015,7,10,4,9,17,13,3,1,0,0,17,26,4,10,35.0,65.0,0,0,1
4268,1,33,1.3,6.0,11.0,2015,17,4,10,3,6,8,1,0,0,0,32,4,5,2,74.0,26.0,0,0,1
4269,1,33,2.15,3.4,3.8,2015,9,4,6,1,8,12,0,4,0,0,22,15,7,3,64.0,36.0,0,0,1
4270,0,33,2.0,3.4,4.33,2015,4,5,3,9,14,12,3,1,0,0,7,17,3,7,29.0,71.0,0,1,0
4271,1,33,1.95,3.5,4.5,2015,6,2,12,2,17,17,3,3,0,0,35,8,7,6,68.0,32.0,0,0,1
4272,0,33,1.73,3.8,5.5,2015,10,5,6,4,12,15,1,3,0,0,18,17,5,6,68.0,32.0,0,0,1
4273,0,33,4.33,3.4,2.0,2015,5,12,2,1,10,10,2,0,0,0,16,12,7,7,32.0,68.0,0,0,1
4274,0,33,2.15,3.4,3.75,2015,5,7,10,3,6,5,0,2,0,0,16,10,6,3,40.0,60.0,0,0,1
4275,0,33,1.25,6.5,11.0,2015,11,7,6,3,10,6,2,2,0,0,22,12,6,3,66.0,34.0,0,1,0
4276,1,33,3.3,3.5,2.3,2015,7,7,3,4,11,13,2,4,0,0,20,9,4,3,37.0,63.0,0,0,1
4277,0,33,3.5,3.25,2.3,2015,4,8,8,2,17,17,0,4,0,0,25,13,2,5,52.0,48.0,0,0,1
4278,1,34,2.4,3.3,3.3,2015,4,4,6,3,17,12,4,3,0,0,25,4,6,2,57.0,43.0,1,0,0
4279,1,34,2.63,3.3,2.9,2015,11,4,0,1,16,16,3,0,0,0,16,16,6,4,60.0,40.0,0,0,1
4280,1,34,2.05,3.3,4.2,2015,4,7,3,12,15,9,0,0,0,0,15,20,0,9,46.0,54.0,0,0,1
4281,0,34,3.75,3.4,2.15,2015,5,12,0,5,6,10,0,2,0,0,7,26,7,7,36.0,64.0,0,0,1
4282,0,34,1.29,6.0,12.0,2015,6,4,2,6,13,11,1,2,0,0,9,22,7,6,46.0,54.0,0,1,0
4283,1,34,2.45,3.25,3.25,2015,1,3,4,4,14,9,1,2,0,0,16,8,9,6,48.0,52.0,0,0,1
4284,1,34,2.38,3.4,3.25,2015,9,3,8,5,14,12,1,0,0,0,22,13,6,6,54.0,46.0,0,0,1
4285,1,34,2.1,3.5,3.8,2015,4,3,6,3,9,10,1,3,0,0,15,14,8,3,36.0,64.0,0,0,1
4286,1,34,1.91,3.5,4.75,2015,14,6,8,8,14,16,2,3,0,0,35,17,9,8,61.0,39.0,0,0,1
4287,1,34,4.0,3.6,2.0,2015,4,13,4,10,12,12,1,0,0,0,11,18,2,4,20.0,80.0,0,0,1
4288,0,35,2.75,3.3,2.8,2015,3,4,4,3,13,12,2,1,0,0,15,12,5,3,51.0,49.0,0,0,1
4289,0,35,1.36,5.25,10.0,2015,8,4,8,3,12,13,2,2,0,0,12,22,3,6,63.0,37.0,0,1,0
4291,0,35,1.91,3.7,4.33,2015,7,5,9,8,10,13,1,4,0,0,22,13,10,7,47.0,53.0,0,0,1
4292,0,35,1.36,5.25,10.0,2015,10,3,10,7,9,18,2,4,0,0,22,19,9,6,63.0,37.0,0,0,1
4293,1,35,1.36,5.25,10.0,2015,15,3,7,3,10,11,1,0,0,0,30,6,9,3,80.0,20.0,0,0,1
4294,0,35,4.2,3.4,2.05,2015,6,3,3,5,12,13,2,2,0,1,12,15,1,1,44.0,56.0,0,0,1
4295,0,35,2.3,3.4,3.4,2015,5,4,6,3,9,19,1,3,0,0,14,9,6,2,47.0,53.0,0,0,1
4296,1,35,3.75,3.75,2.05,2015,10,9,7,5,6,11,3,4,0,0,26,16,8,7,55.0,45.0,1,0,0
4297,0,35,2.25,3.5,3.4,2015,14,4,9,4,11,8,3,2,0,1,33,18,13,3,60.0,40.0,0,0,1
4298,1,36,1.3,6.0,11.0,2015,20,4,5,3,7,10,0,1,0,0,22,8,6,1,67.0,33.0,0,0,1
4299,0,36,1.91,3.7,4.33,2015,6,3,7,3,6,13,1,1,0,0,28,13,2,6,59.0,41.0,0,0,1
4300,1,36,2.1,3.5,3.8,2015,4,5,3,10,14,11,4,3,0,0,9,15,6,4,48.0,52.0,0,1,0
4301,1,36,4.5,3.6,1.91,2015,5,7,5,4,13,12,0,1,0,0,31,13,7,6,38.0,62.0,0,0,1
4302,1,36,1.8,3.75,5.0,2015,14,4,9,4,10,9,2,3,0,0,22,9,15,1,73.0,27.0,0,0,1
4303,1,36,1.95,3.5,4.5,2015,13,2,7,4,15,13,1,1,0,0,26,15,9,3,54.0,46.0,0,0,1
4304,0,36,2.6,3.4,2.9,2015,3,5,4,5,12,10,1,0,0,0,12,19,4,8,30.0,70.0,0,0,1
4305,0,36,1.22,7.5,13.0,2015,9,4,6,5,12,7,0,1,0,0,17,19,7,4,60.0,40.0,0,1,0
4306,1,36,2.55,3.3,3.0,2015,5,3,9,3,11,17,2,3,0,0,25,10,7,2,60.0,40.0,0,0,1
4307,0,36,2.9,3.4,2.6,2015,11,6,3,3,14,12,0,1,0,0,29,21,6,8,45.0,55.0,0,0,1
4308,1,37,2.7,3.3,2.88,2015,6,5,1,5,14,9,1,2,0,0,20,22,7,6,45.0,55.0,0,0,1
4309,1,37,1.45,4.75,8.0,2015,8,5,8,7,10,18,2,3,0,0,12,12,4,5,66.0,34.0,0,0,1
4310,1,37,2.45,3.5,3.0,2015,7,4,6,2,16,8,1,0,0,0,18,14,5,5,58.0,42.0,0,1,0
4311,0,37,3.1,3.5,2.4,2015,3,17,3,6,12,8,2,0,0,0,19,15,3,12,47.0,53.0,0,0,1
4312,0,37,1.75,3.8,5.25,2015,9,4,3,4,19,7,1,1,0,0,13,25,6,3,36.0,64.0,0,0,1
4313,1,37,2.8,3.3,2.75,2015,7,4,4,5,14,15,4,1,0,0,10,21,8,9,51.0,49.0,0,0,1
4314,1,37,4.75,4.2,1.75,2015,7,11,3,6,8,8,0,3,0,0,11,9,11,7,47.0,53.0,1,0,0
4315,0,37,1.8,3.8,4.75,2015,2,4,7,8,10,6,3,1,0,0,16,26,6,8,55.0,45.0,0,0,1
4316,0,37,4.1,3.5,2.0,2015,3,7,3,5,12,11,3,2,0,1,11,15,3,4,41.0,59.0,1,0,0
4317,1,37,2.9,3.4,2.6,2015,7,8,5,9,13,14,1,4,0,0,21,11,7,8,46.0,54.0,0,0,1
4318,0,38,1.4,5.25,8.5,2015,11,7,8,8,6,7,1,0,0,0,7,8,7,3,64.0,36.0,0,0,1
4319,1,38,2.1,3.6,3.75,2015,7,4,10,2,11,6,1,2,0,0,27,10,7,2,63.0,37.0,0,0,1
4320,0,38,1.36,5.25,9.5,2015,12,9,7,6,12,8,2,1,0,0,31,4,11,3,64.0,36.0,0,1,0
4321,0,38,2.25,3.6,3.3,2015,9,3,2,1,23,13,3,0,0,0,21,12,7,3,50.0,50.0,0,0,1
4322,1,38,2.4,3.6,3.0,2015,3,10,9,4,12,7,1,2,0,0,13,6,3,5,40.0,60.0,0,0,1
4323,1,38,3.2,3.75,2.25,2015,8,4,5,3,12,15,2,2,0,1,19,6,8,1,40.0,60.0,0,0,1
4324,0,38,1.6,4.33,6.0,2015,3,6,9,8,7,6,0,0,0,0,18,16,5,6,47.0,53.0,0,0,1
4325,0,38,1.57,4.5,6.0,2015,7,8,8,6,13,8,1,1,0,0,11,18,8,4,55.0,45.0,0,1,0
4326,0,38,1.83,4.0,4.33,2015,4,1,10,3,9,9,2,1,0,0,29,19,2,3,41.0,59.0,0,0,1
4327,0,38,3.5,3.6,2.15,2015,5,8,4,6,14,4,4,2,0,0,9,11,3,9,45.0,55.0,0,0,1
4328,1,4,3.0,3.4,2.5,2014,4,8,9,5,8,15,3,4,0,0,22,16,0,3,46.0,54.0,0,1,0
4329,0,4,1.3,5.75,12.0,2014,13,3,9,8,12,11,0,3,0,0,20,11,7,4,52.0,48.0,0,1,0
4330,1,4,2.25,3.3,3.6,2014,3,7,11,4,12,10,2,3,0,0,17,12,5,6,45.0,55.0,0,0,1
4331,1,4,2.15,3.4,3.75,2014,6,11,4,6,12,8,3,1,0,0,20,20,3,10,40.0,60.0,0,0,1
4332,1,4,1.3,6.0,11.0,2014,6,2,11,3,9,10,2,1,0,0,21,11,7,6,72.0,28.0,0,0,1
4333,0,4,1.29,6.25,12.0,2014,8,4,6,3,11,8,1,0,0,0,17,6,3,1,69.0,31.0,0,1,0
4334,0,4,1.8,3.75,5.0,2014,3,4,2,4,13,7,0,2,0,0,13,13,5,5,47.0,53.0,0,0,1
4335,1,4,2.1,3.4,4.0,2014,9,0,16,4,9,15,3,0,0,0,28,9,16,3,59.0,41.0,0,0,1
4336,1,4,3.6,3.5,2.15,2014,3,10,3,4,16,14,5,1,0,0,18,14,6,5,37.0,63.0,0,0,1
4337,1,4,3.5,3.5,2.2,2014,8,4,5,6,8,5,2,3,0,0,17,7,9,1,46.0,54.0,0,0,1
4338,1,5,4.75,3.6,1.85,2014,4,4,1,4,12,10,1,3,0,0,13,13,5,5,28.0,72.0,1,0,0
4339,1,5,2.5,3.3,3.1,2014,5,7,5,5,14,14,1,2,0,0,17,13,5,1,43.0,57.0,0,0,1
4340,1,5,1.4,5.0,9.0,2014,6,4,7,3,8,10,2,1,0,0,16,12,7,1,76.0,24.0,0,0,1
4341,0,5,5.5,4.2,1.67,2014,2,5,5,9,11,11,1,1,0,1,19,17,2,4,41.0,59.0,1,0,0
4342,1,5,2.38,3.5,3.1,2014,6,3,9,2,16,12,4,4,0,0,25,10,14,2,60.0,40.0,0,1,0
4343,1,5,2.2,3.3,3.75,2014,12,2,7,5,12,10,4,2,0,0,24,11,4,2,63.0,37.0,0,0,1
4344,1,5,2.8,3.25,2.8,2014,9,3,11,4,6,15,2,4,0,0,19,12,10,1,55.0,45.0,0,0,1
4345,1,5,2.5,3.3,3.1,2014,2,3,3,6,11,15,1,4,0,0,6,11,2,4,46.0,54.0,0,0,1
4346,1,5,1.53,4.33,7.0,2014,3,5,3,4,12,7,2,2,0,0,29,10,9,7,62.0,38.0,0,0,1
4347,0,5,4.5,3.8,1.85,2014,8,7,3,3,17,11,4,1,0,0,11,16,7,5,36.0,64.0,0,0,1
4348,1,6,1.75,3.9,5.0,2014,15,6,2,1,8,14,3,6,0,0,30,6,15,5,69.0,31.0,0,1,0
4349,0,6,1.22,7.0,16.0,2014,8,2,8,4,11,9,2,2,0,0,17,12,9,2,62.0,38.0,0,1,0
4350,0,6,2.63,3.4,2.88,2014,7,4,5,2,10,7,0,2,0,0,15,24,6,6,39.0,61.0,0,0,1
4351,1,6,6.5,4.2,1.57,2014,4,7,4,8,10,6,0,2,0,0,23,8,3,8,41.0,59.0,1,0,0
4352,1,6,1.91,3.75,4.33,2014,14,6,8,3,8,9,2,1,0,0,14,7,8,2,48.0,52.0,0,0,1
4353,0,6,1.4,5.5,8.0,2014,3,1,3,6,10,12,1,3,1,0,12,24,7,10,58.0,42.0,0,1,0
4354,0,6,1.44,4.6,8.5,2014,7,0,8,7,12,11,2,1,0,0,13,8,6,3,56.0,44.0,0,0,1
4355,0,6,2.15,3.4,3.8,2014,6,4,4,11,20,15,1,2,0,0,8,20,2,10,44.0,56.0,0,0,1
4356,1,6,2.9,3.3,2.63,2014,5,1,10,6,14,16,2,2,0,0,23,11,10,1,48.0,52.0,0,0,1
4357,0,6,2.0,3.5,4.2,2014,10,7,7,4,6,9,1,2,0,0,19,16,10,2,62.0,38.0,0,0,1
4358,1,7,7.5,4.5,1.5,2014,3,14,5,11,4,6,0,1,0,0,7,23,0,7,33.0,67.0,1,0,0
4359,0,7,1.67,4.2,5.25,2014,3,3,2,6,14,10,4,3,0,0,11,14,2,2,47.0,53.0,0,1,0
4360,0,7,2.1,3.5,3.8,2014,7,5,7,5,6,13,1,2,0,0,14,13,6,7,60.0,40.0,0,0,1
4361,1,7,1.8,3.75,5.0,2014,10,3,5,6,16,13,2,2,0,0,23,25,9,3,53.0,47.0,0,0,1
4362,0,7,1.44,5.0,7.5,2014,11,3,5,4,12,16,2,2,0,0,14,14,5,5,55.0,45.0,0,0,1
4363,0,7,1.67,4.2,5.25,2014,4,6,8,2,18,12,4,3,0,0,19,16,11,6,53.0,47.0,0,1,0
4364,0,7,2.55,3.25,3.1,2014,2,5,3,4,11,17,3,4,0,0,12,14,7,4,40.0,60.0,0,0,1
4365,1,7,1.91,3.7,4.33,2014,4,3,5,3,11,15,1,3,0,0,11,21,3,1,64.0,36.0,0,0,1
4366,0,7,2.2,3.5,3.5,2014,5,5,2,4,15,9,2,1,0,0,13,12,10,5,45.0,55.0,0,0,1
4367,0,7,1.91,3.6,4.5,2014,5,5,4,3,10,12,2,2,0,0,18,9,7,5,49.0,51.0,0,0,1
4368,1,8,1.4,5.0,9.0,2014,13,3,7,0,7,13,2,2,0,0,15,4,10,0,69.0,31.0,0,0,1
4369,1,8,2.8,3.4,2.7,2014,2,2,9,6,3,10,0,1,0,0,13,11,5,7,45.0,55.0,0,0,1
4370,1,8,8.5,4.75,1.44,2014,3,5,3,7,13,7,2,1,0,1,10,6,3,2,29.0,71.0,1,0,0
4371,0,8,1.6,4.0,6.5,2014,10,6,2,4,12,16,2,2,0,0,7,20,3,4,60.0,40.0,0,0,1
4372,0,8,1.45,4.75,8.0,2014,11,12,5,6,11,10,1,2,0,1,10,7,3,4,62.0,38.0,0,1,0
4373,0,8,2.25,3.6,3.3,2014,9,4,7,2,13,17,0,3,0,0,17,17,10,7,50.0,50.0,0,0,1
4374,1,8,6.0,4.2,1.6,2014,9,6,5,7,11,15,2,3,0,0,18,9,7,2,44.0,56.0,0,0,1
4375,0,8,1.57,4.0,7.0,2014,4,3,7,5,11,8,1,3,0,0,18,13,5,6,51.0,49.0,0,0,1
4376,0,8,2.5,3.3,3.1,2014,6,7,8,3,17,7,4,1,0,0,14,8,3,5,43.0,57.0,0,0,1
4377,1,8,5.0,4.0,1.75,2014,2,11,3,8,6,8,1,2,0,0,10,33,0,11,37.0,63.0,1,0,0
4378,1,9,4.75,3.75,1.83,2014,7,8,7,4,11,7,4,2,0,0,32,8,5,4,38.0,62.0,0,0,1
4379,1,9,1.44,4.75,8.0,2014,14,3,6,2,10,17,3,2,0,0,24,11,14,1,66.0,34.0,0,0,1
4380,1,9,2.88,3.6,2.5,2014,6,3,9,4,12,14,3,6,0,0,27,10,4,7,52.0,48.0,0,1,0
4381,0,9,2.38,3.25,3.4,2014,3,10,3,6,11,15,0,2,0,0,11,23,2,4,35.0,65.0,0,0,1
4382,0,9,1.65,4.0,6.0,2014,5,2,12,2,10,13,0,2,0,0,14,7,6,3,62.0,38.0,0,0,1
4383,1,9,5.5,3.8,1.73,2014,4,5,3,9,9,8,3,3,0,0,14,21,3,3,39.0,61.0,0,0,1
4384,0,9,1.95,3.7,4.2,2014,2,4,5,4,7,11,0,0,0,0,10,10,2,2,49.0,51.0,0,0,1
4385,1,9,1.75,3.9,5.0,2014,8,2,9,4,9,12,2,3,0,0,29,11,10,2,68.0,32.0,0,0,1
4386,1,9,1.91,3.6,4.5,2014,7,7,8,2,14,8,3,1,0,0,27,7,6,3,69.0,31.0,0,0,1
4387,0,9,6.5,4.5,1.55,2014,4,9,6,13,12,14,2,1,0,0,26,17,4,8,31.0,69.0,1,0,0
4388,1,1,1.29,6.0,12.0,2015,15,5,8,2,12,9,1,3,0,0,28,7,5,4,62.0,38.0,0,0,1
4389,1,1,2.0,3.6,4.0,2015,5,4,8,2,13,13,3,3,0,0,19,15,6,3,57.0,43.0,0,0,1
4390,1,1,1.36,5.0,11.0,2015,7,13,4,2,15,16,1,3,1,0,10,10,4,8,53.0,47.0,0,1,0
4391,1,1,1.7,3.9,5.5,2015,4,6,5,3,7,14,1,2,0,0,23,11,8,2,67.0,33.0,0,0,1
4392,0,1,1.95,3.5,4.33,2015,8,5,9,4,13,17,2,4,0,0,16,10,6,3,44.0,56.0,0,0,1
4393,0,1,1.65,4.0,6.0,2015,6,6,4,2,12,12,2,3,0,0,8,11,1,2,51.0,49.0,0,0,1
4394,1,1,2.88,3.3,2.7,2015,4,5,3,8,9,12,2,4,0,0,17,11,6,6,56.0,44.0,0,0,1
4395,1,1,2.55,3.3,3.0,2015,7,6,8,1,14,20,1,0,0,0,18,18,1,4,63.0,37.0,0,0,1
4396,1,1,3.4,3.4,2.3,2015,5,8,2,3,10,16,2,4,0,0,18,11,3,5,47.0,53.0,0,0,1
4397,1,1,5.75,4.0,1.67,2015,5,11,5,3,12,9,4,1,0,0,16,16,6,6,33.0,67.0,1,0,0
4398,0,10,1.44,4.75,8.0,2015,9,5,9,4,11,13,2,1,0,0,17,13,7,5,56.0,44.0,0,0,1
4399,1,10,3.0,3.3,2.6,2015,4,3,4,5,10,8,2,3,0,0,18,10,4,6,48.0,52.0,0,0,1
4400,1,10,3.4,3.5,2.25,2015,4,7,5,2,8,15,0,1,0,0,20,14,4,5,45.0,55.0,0,0,1
4401,0,10,2.2,3.6,3.4,2015,5,5,6,3,8,10,3,1,0,0,17,17,3,2,48.0,52.0,0,0,1
